"gID";"T";"x";"y";"itemsInCraneID"
0;3973.0;-15;5;2579
0;4105.0;645;35;2579
0;4115.0;645;35;null
0;4247.0;-15;5;null
0;4257.0;-15;5;2580
0;4395.0;675;35;2580
0;4405.0;675;35;null
0;4543.0;-15;5;null
0;4553.0;-15;5;2581
0;4647.0;455;35;2581
0;4657.0;455;35;null
0;4689.0;455;35;null
0;4723.0;455;35;null
0;4817.0;-15;5;null
0;4827.0;-15;5;2582
0;4965.0;675;35;2582
0;4975.0;675;35;null
0;5113.0;-15;5;null
0;5123.0;-15;5;2583
0;5263.0;685;35;2583
0;5273.0;685;35;null
0;5413.0;-15;5;null
0;5423.0;-15;5;2584
0;5565.0;695;35;2584
0;5575.0;695;35;null
0;5717.0;-15;5;null
0;5727.0;-15;5;2585
0;5871.0;705;35;2585
0;5881.0;705;35;null
0;6025.0;-15;5;null
0;6035.0;-15;5;2586
0;6121.0;415;35;2586
0;6131.0;415;35;null
0;6217.0;-15;5;null
0;6227.0;-15;5;2587
0;6311.0;405;35;2587
0;6321.0;405;35;null
0;6405.0;-15;5;null
0;6415.0;-15;5;2588
0;6571.0;765;35;2588
0;6581.0;765;35;null
0;6737.0;-15;5;null
0;6747.0;-15;5;2589
0;6907.0;785;35;2589
0;6917.0;785;35;null
0;7077.0;-15;5;null
0;7087.0;-15;5;2590
0;7163.0;365;35;2590
0;7173.0;365;35;null
0;7249.0;-15;5;null
0;7259.0;-15;5;2591
0;7421.0;795;35;2591
0;7431.0;795;35;null
0;7593.0;-15;5;null
0;7603.0;-15;5;2592
0;7677.0;355;35;2592
0;7687.0;355;35;null
0;7761.0;-15;5;null
0;7771.0;-15;5;2593
0;7843.0;345;35;2593
0;7853.0;345;35;null
0;7925.0;-15;5;null
0;7935.0;-15;5;2594
0;7997.0;295;35;2594
0;8007.0;295;35;null
0;8069.0;-15;5;null
0;8079.0;-15;5;2595
0;8135.0;265;35;2595
0;8145.0;265;35;null
0;8201.0;-15;5;null
0;8211.0;-15;5;2596
0;8265.0;255;35;2596
0;8275.0;255;35;null
0;8329.0;-15;5;null
0;8339.0;-15;5;2597
0;8391.0;245;35;2597
0;8401.0;245;35;null
0;8453.0;-15;5;null
0;8463.0;-15;5;2598
0;8511.0;225;35;2598
0;8521.0;225;35;null
0;8569.0;-15;5;null
0;8579.0;-15;5;2599
0;8743.0;805;35;2599
0;8753.0;805;35;null
0;8917.0;-15;5;null
0;8927.0;-15;5;2600
0;8971.0;205;35;2600
0;8981.0;205;35;null
0;9025.0;-15;5;null
0;9035.0;-15;5;2601
0;9203.0;825;35;2601
0;9213.0;825;35;null
0;9381.0;-15;5;null
0;9391.0;-15;5;2602
0;9425.0;155;35;2602
0;9435.0;155;35;null
0;9469.0;-15;5;null
0;9479.0;-15;5;2603
0;9511.0;145;35;2603
0;9521.0;145;35;null
0;9553.0;-15;5;null
0;9563.0;-15;5;2604
0;9743.0;885;35;2604
0;9753.0;885;35;null
0;9933.0;-15;5;null
0;9943.0;-15;5;2605
0;10131.0;925;35;2605
0;10141.0;925;35;null
0;10329.0;-15;5;null
0;10339.0;-15;5;2606
0;10369.0;135;35;2606
0;10379.0;135;35;null
0;10409.0;-15;5;null
0;10419.0;-15;5;2607
0;10445.0;115;35;2607
0;10455.0;115;35;null
0;10481.0;-15;5;null
0;10491.0;-15;5;2608
0;10681.0;935;35;2608
0;10691.0;935;35;null
0;10881.0;-15;5;null
0;10891.0;-15;5;2609
0;11087.0;965;35;2609
0;11097.0;965;35;null
0;11293.0;-15;5;null
0;11303.0;-15;5;2610
0;11501.0;975;35;2610
0;11511.0;975;35;null
0;11515.0;955;35;null
0;11552.0;955;35;null
0;11644.0;495;15;null
0;11654.0;495;15;2309
0;11698.0;275;5;2309
0;11708.0;275;5;null
0;11856.0;275;5;null
0;11856.0;275;5;null
0;11902.0;505;15;null
0;11912.0;505;15;2137
0;11964.0;245;25;2137
0;11974.0;245;25;null
0;12054.0;245;25;null
0;12750.0;245;25;null
0;12750.0;245;25;null
0;12795.0;20;25;null
0;13026.0;20;25;null
0;13029.0;35;25;null
0;13039.0;35;25;1928
0;13043.0;15;15;1928
0;13053.0;15;15;null
0;13054.0;10;15;null
0;13055.0;5;15;null
0;13137.0;5;15;null
0;13137.0;5;15;null
0;13145.0;45;25;null
0;13155.0;45;25;1954
0;13156.0;45;35;1954
0;13166.0;45;35;null
0;13171.0;20;35;null
0;13204.0;20;35;null
0;13205.0;15;35;null
0;14442.0;15;35;null
0;14484.0;225;55;null
0;14494.0;225;55;1825
0;14531.0;40;65;1825
0;14541.0;40;65;null
0;14580.0;235;55;null
0;14590.0;235;55;1931
0;14612.0;125;45;1931
0;14622.0;125;45;null
0;14820.0;125;45;null
0;14820.0;125;45;null
0;14902.0;125;45;null
0;15342.0;125;45;null
0;15392.0;375;45;null
0;15402.0;375;45;2371
0;15405.0;360;35;2371
0;15415.0;360;35;null
0;15417.0;350;35;null
0;15589.0;350;35;null
0;15589.0;350;35;null
0;15589.0;350;35;null
0;15655.0;350;35;null
0;15662.0;385;45;null
0;15672.0;385;45;2516
0;15675.0;370;35;2516
0;15685.0;370;35;null
0;15687.0;360;35;null
0;15761.0;360;35;null
0;15762.0;355;35;null
0;16519.0;355;35;null
0;16588.0;355;35;null
0;16655.0;355;35;null
0;16702.0;355;35;null
0;16702.0;355;35;null
0;16819.0;940;55;null
0;16829.0;940;55;2113
0;16942.0;375;45;2113
0;16952.0;375;45;null
0;16980.0;375;45;null
0;17056.0;375;45;null
0;17113.0;90;45;null
0;17399.0;90;45;null
0;17740.0;90;45;null
0;17877.0;90;45;null
0;18160.0;90;45;null
0;18178.0;180;35;null
0;18188.0;180;35;2157
0;18201.0;115;45;2157
0;18211.0;115;45;null
0;18541.0;115;45;null
0;18541.0;115;45;null
0;18712.0;115;45;null
0;18907.0;115;45;null
0;19056.0;860;75;null
0;19066.0;860;75;2556
0;19072.0;830;85;2556
0;19082.0;830;85;null
0;19141.0;830;85;null
0;19141.0;830;85;null
0;19149.0;870;75;null
0;19159.0;870;75;2054
0;19173.0;800;65;2054
0;19183.0;800;65;null
0;19223.0;800;65;null
0;19252.0;655;65;null
0;19590.0;655;65;null
0;19598.0;615;95;null
0;19608.0;615;95;2039
0;19617.0;570;85;2039
0;19627.0;570;85;null
0;19732.0;570;85;null
0;19732.0;570;85;null
0;19732.0;570;85;null
0;19755.0;570;85;null
0;19766.0;625;95;null
0;19776.0;625;95;1883
0;19789.0;560;85;1883
0;19799.0;560;85;null
0;19830.0;560;85;null
0;19930.0;60;85;null
0;20773.0;60;85;null
0;20924.0;60;85;null
0;21073.0;60;85;null
0;21086.0;-5;85;null
0;21328.0;-5;85;null
0;21965.0;-5;85;null
0;22118.0;760;5;null
0;22128.0;760;5;2427
0;22181.0;495;15;2427
0;22191.0;495;15;null
0;22282.0;495;15;null
0;22282.0;495;15;null
0;22339.0;780;5;null
0;22349.0;780;5;2319
0;22355.0;750;15;2319
0;22365.0;750;15;null
0;22425.0;750;15;null
0;22516.0;750;15;null
0;22532.0;830;15;null
0;22542.0;830;15;2256
0;22554.0;770;5;2256
0;22564.0;770;5;null
0;22578.0;840;15;null
0;22588.0;840;15;2303
0;22749.0;35;25;2303
0;22759.0;35;25;null
0;22831.0;35;25;null
0;22831.0;35;25;null
0;22876.0;35;25;null
0;23441.0;35;25;null
0;23568.0;670;65;null
0;23578.0;670;65;1957
0;23633.0;395;75;1957
0;23643.0;395;75;null
0;23736.0;395;75;null
0;23736.0;395;75;null
0;23795.0;690;65;null
0;23805.0;690;65;2229
0;23819.0;620;75;2229
0;23829.0;620;75;null
0;23882.0;620;75;null
1;-1.0;500;0;null
1;0.0;500;0;null
1;5.0;500;0;null
1;113.0;500;0;null
1;121.0;540;0;null
1;325.0;540;0;null
1;327.0;550;0;null
1;561.0;550;0;null
1;613.0;810;0;null
1;851.0;810;0;null
1;1107.0;810;0;null
1;1257.0;810;0;null
1;1293.0;990;0;null
1;1529.0;990;0;null
1;1848.0;990;0;null
1;2076.0;990;0;null
1;2310.0;990;0;null
1;2403.0;525;35;null
1;2413.0;525;35;2570
1;2511.0;1015;5;2570
1;2521.0;1015;5;null
1;2579.0;725;65;null
1;2589.0;725;65;2008
1;2612.0;840;75;2008
1;2622.0;840;75;null
1;2644.0;730;65;null
1;2654.0;730;65;1606
1;2711.0;1015;5;1606
1;2721.0;1015;5;null
1;2753.0;855;45;null
1;2763.0;855;45;2273
1;2768.0;880;55;2273
1;2778.0;880;55;null
1;2782.0;860;45;null
1;2792.0;860;45;2099
1;2823.0;1015;5;2099
1;2833.0;1015;5;null
1;2884.0;760;85;null
1;2894.0;760;85;2101
1;2922.0;900;75;2101
1;2932.0;900;75;null
1;2961.0;755;85;null
1;2971.0;755;85;1903
1;2980.0;800;95;1903
1;2990.0;800;95;null
1;3000.0;750;85;null
1;3010.0;750;85;1779
1;3063.0;1015;5;1779
1;3073.0;1015;5;null
1;3152.0;1015;5;null
1;3317.0;1015;5;null
1;3401.0;1015;5;null
1;3572.0;1015;5;null
1;3840.0;1015;5;null
1;4120.0;1015;5;null
1;4410.0;1015;5;null
1;4478.0;675;35;null
1;4488.0;675;35;2580
1;4556.0;1015;5;2580
1;4566.0;1015;5;null
1;4629.0;700;75;null
1;4639.0;700;75;2480
1;4645.0;730;85;2480
1;4655.0;730;85;null
1;4662.0;695;75;null
1;4672.0;695;75;1683
1;4679.0;730;65;1683
1;4689.0;730;65;null
1;4694.0;705;75;null
1;4704.0;705;75;1038
1;4713.0;750;85;1038
1;4723.0;750;85;null
1;4733.0;700;75;null
1;4743.0;700;75;789
1;4806.0;1015;5;789
1;4816.0;1015;5;null
1;4980.0;1015;5;null
1;5278.0;1015;5;null
1;5580.0;1015;5;null
1;5886.0;1015;5;null
1;6136.0;1015;5;null
1;6326.0;1015;5;null
1;6586.0;1015;5;null
1;6922.0;1015;5;null
1;7178.0;1015;5;null
1;7436.0;1015;5;null
1;7692.0;1015;5;null
1;7858.0;1015;5;null
1;8012.0;1015;5;null
1;8150.0;1015;5;null
1;8280.0;1015;5;null
1;8406.0;1015;5;null
1;8526.0;1015;5;null
1;8758.0;1015;5;null
1;8986.0;1015;5;null
1;9218.0;1015;5;null
1;9440.0;1015;5;null
1;9526.0;1015;5;null
1;9758.0;1015;5;null
1;10146.0;1015;5;null
1;10384.0;1015;5;null
1;10460.0;1015;5;null
1;10696.0;1015;5;null
1;11102.0;1015;5;null
1;11516.0;1015;5;null
1;11524.0;975;35;null
1;11534.0;975;35;2610
1;11542.0;1015;5;2610
1;11552.0;1015;5;null
1;11552.0;1015;5;null
1;11708.0;1015;5;null
1;11813.0;490;15;null
1;11823.0;490;15;1087
1;11846.0;605;25;1087
1;11856.0;605;25;null
1;11856.0;605;25;null
1;11974.0;605;25;null
1;11995.0;500;15;null
1;12005.0;500;15;1967
1;12044.0;695;5;1967
1;12054.0;695;5;null
1;12094.0;495;15;null
1;12104.0;495;15;10
1;12208.0;1015;5;10
1;12218.0;1015;5;null
1;12316.0;525;35;null
1;12326.0;525;35;2573
1;12424.0;1015;5;2573
1;12434.0;1015;5;null
1;12478.0;795;35;null
1;12488.0;795;35;2591
1;12532.0;1015;5;2591
1;12542.0;1015;5;null
1;12636.0;545;35;null
1;12646.0;545;35;2574
1;12740.0;1015;5;2574
1;12750.0;1015;5;null
1;12750.0;1015;5;null
1;12945.0;40;25;null
1;12955.0;40;25;2205
1;13016.0;345;15;2205
1;13026.0;345;15;null
1;13053.0;345;15;null
1;13116.0;30;25;null
1;13126.0;30;25;1578
1;13127.0;25;35;1578
1;13137.0;25;35;null
1;13137.0;25;35;null
1;13145.0;65;35;null
1;13166.0;65;35;null
1;13171.0;40;25;null
1;13181.0;40;25;1086
1;13194.0;105;35;1086
1;13204.0;105;35;null
1;13218.0;35;25;null
1;13228.0;35;25;1055
1;13424.0;1015;5;1055
1;13434.0;1015;5;null
1;13472.0;825;35;null
1;13482.0;825;35;2601
1;13520.0;1015;5;2601
1;13530.0;1015;5;null
1;13576.0;785;35;null
1;13586.0;785;35;2589
1;13632.0;1015;5;2589
1;13642.0;1015;5;null
1;13834.0;55;25;null
1;13844.0;55;25;1789
1;14036.0;1015;5;1789
1;14046.0;1015;5;null
1;14150.0;495;35;null
1;14160.0;495;35;2568
1;14264.0;1015;5;2568
1;14274.0;1015;5;null
1;14348.0;645;35;null
1;14358.0;645;35;2579
1;14432.0;1015;5;2579
1;14442.0;1015;5;null
1;14442.0;1015;5;null
1;14541.0;1015;5;null
1;14541.0;1015;5;null
1;14622.0;1015;5;null
1;14779.0;230;55;null
1;14789.0;230;55;1220
1;14810.0;335;65;1220
1;14820.0;335;65;null
1;14839.0;240;55;null
1;14849.0;240;55;1150
1;14892.0;455;45;1150
1;14902.0;455;45;null
1;14946.0;235;55;null
1;14956.0;235;55;988
1;15112.0;1015;5;988
1;15122.0;1015;5;null
1;15222.0;515;35;null
1;15232.0;515;35;2569
1;15332.0;1015;5;2569
1;15342.0;1015;5;null
1;15342.0;1015;5;null
1;15415.0;1015;5;null
1;15544.0;370;45;null
1;15554.0;370;45;1263
1;15579.0;495;35;1263
1;15589.0;495;35;null
1;15589.0;495;35;null
1;15610.0;390;45;null
1;15620.0;390;45;2527
1;15645.0;515;35;2527
1;15655.0;515;35;null
1;15685.0;515;35;null
1;15712.0;380;45;null
1;15722.0;380;45;1295
1;15751.0;525;35;1295
1;15761.0;525;35;null
1;15791.0;375;45;null
1;15801.0;375;45;1246
1;15929.0;1015;5;1246
1;15939.0;1015;5;null
1;16035.0;535;35;null
1;16045.0;535;35;2571
1;16141.0;1015;5;2571
1;16151.0;1015;5;null
1;16229.0;625;35;null
1;16239.0;625;35;2578
1;16317.0;1015;5;2578
1;16327.0;1015;5;null
1;16393.0;685;35;null
1;16403.0;685;35;2583
1;16469.0;1015;5;2583
1;16479.0;1015;5;null
1;16489.0;965;35;null
1;16499.0;965;35;2609
1;16509.0;1015;5;2609
1;16519.0;1015;5;null
1;16559.0;815;35;null
1;16569.0;815;35;2251
1;16578.0;860;45;2251
1;16588.0;860;45;null
1;16596.0;820;35;null
1;16606.0;820;35;2056
1;16645.0;1015;5;2056
1;16655.0;1015;5;null
1;16673.0;925;55;null
1;16683.0;925;55;2329
1;16692.0;970;45;2329
1;16702.0;970;45;null
1;16702.0;970;45;null
1;16952.0;970;45;null
1;16959.0;935;55;null
1;16969.0;935;55;2012
1;16970.0;930;65;2012
1;16980.0;930;65;null
1;16981.0;930;55;null
1;16991.0;930;55;1777
1;17008.0;1015;5;1777
1;17018.0;1015;5;null
1;17027.0;970;35;null
1;17037.0;970;35;2567
1;17046.0;1015;5;2567
1;17056.0;1015;5;null
1;17237.0;110;45;null
1;17247.0;110;45;621
1;17389.0;820;35;621
1;17399.0;820;35;null
1;17540.0;115;45;null
1;17550.0;115;45;116
1;17730.0;1015;5;116
1;17740.0;1015;5;null
1;17838.0;525;35;null
1;17848.0;525;35;1295
1;17867.0;620;45;1295
1;17877.0;620;45;null
1;17895.0;530;35;null
1;17905.0;530;35;2563
1;18002.0;1015;5;2563
1;18012.0;1015;5;null
1;18076.0;695;35;null
1;18086.0;695;35;2584
1;18150.0;1015;5;2584
1;18160.0;1015;5;null
1;18160.0;1015;5;null
1;18211.0;1015;5;null
1;18377.0;185;35;null
1;18387.0;185;35;1913
1;18531.0;905;25;1913
1;18541.0;905;25;null
1;18683.0;195;35;null
1;18693.0;195;35;1833
1;18702.0;240;25;1833
1;18712.0;240;25;null
1;18722.0;190;35;null
1;18732.0;190;35;1236
1;18897.0;1015;5;1236
1;18907.0;1015;5;null
1;18907.0;1015;5;null
1;19082.0;1015;5;null
1;19114.0;855;75;null
1;19124.0;855;75;2415
1;19131.0;890;65;2415
1;19141.0;890;65;null
1;19141.0;890;65;null
1;19183.0;890;65;null
1;19188.0;865;75;null
1;19198.0;865;75;1717
1;19213.0;940;65;1717
1;19223.0;940;65;null
1;19239.0;860;75;null
1;19249.0;860;75;1039
1;19280.0;1015;5;1039
1;19290.0;1015;5;null
1;19358.0;675;35;null
1;19368.0;675;35;2582
1;19436.0;1015;5;2582
1;19446.0;1015;5;null
1;19508.0;705;35;null
1;19518.0;705;35;2585
1;19580.0;1015;5;2585
1;19590.0;1015;5;null
1;19590.0;1015;5;null
1;19627.0;1015;5;null
1;19708.0;610;95;null
1;19718.0;610;95;1920
1;19722.0;630;85;1920
1;19732.0;630;85;null
1;19732.0;630;85;null
1;19733.0;630;95;null
1;19743.0;630;95;2129
1;19745.0;640;85;2129
1;19755.0;640;85;null
1;19756.0;645;85;null
1;19799.0;645;85;null
1;19804.0;620;95;null
1;19814.0;620;95;855
1;19820.0;650;85;855
1;19830.0;650;85;null
1;19837.0;615;95;null
1;19847.0;615;95;775
1;19927.0;1015;5;775
1;19937.0;1015;5;null
1;19953.0;935;35;null
1;19963.0;935;35;2608
1;19979.0;1015;5;2608
1;19989.0;1015;5;null
1;20176.0;80;95;null
1;20186.0;80;95;2236
1;20373.0;1015;5;2236
1;20383.0;1015;5;null
1;20488.0;490;75;null
1;20498.0;490;75;2215
1;20603.0;1015;5;2215
1;20613.0;1015;5;null
1;20631.0;925;35;null
1;20641.0;925;35;2605
1;20659.0;1015;5;2605
1;20669.0;1015;5;null
1;20711.0;805;35;null
1;20721.0;805;35;2599
1;20763.0;1015;5;2599
1;20773.0;1015;5;null
1;20873.0;515;35;null
1;20883.0;515;35;2527
1;20914.0;670;45;2527
1;20924.0;670;45;null
1;20954.0;520;35;null
1;20964.0;520;35;2562
1;21063.0;1015;5;2562
1;21073.0;1015;5;null
1;21273.0;15;25;null
1;21283.0;15;25;2383
1;21318.0;190;35;2383
1;21328.0;190;35;null
1;21362.0;20;25;null
1;21372.0;20;25;2360
1;21571.0;1015;5;2360
1;21581.0;1015;5;null
1;21667.0;585;35;null
1;21677.0;585;35;2577
1;21763.0;1015;5;2577
1;21773.0;1015;5;null
1;21823.0;765;35;null
1;21833.0;765;35;2588
1;21883.0;1015;5;2588
1;21893.0;1015;5;null
1;21919.0;885;35;null
1;21929.0;885;35;2604
1;21955.0;1015;5;2604
1;21965.0;1015;5;null
1;21965.0;1015;5;null
1;22191.0;1015;5;null
1;22241.0;765;5;null
1;22251.0;765;5;2426
1;22272.0;870;15;2426
1;22282.0;870;15;null
1;22282.0;870;15;null
1;22365.0;870;15;null
1;22384.0;775;5;null
1;22394.0;775;5;2146
1;22415.0;880;15;2146
1;22425.0;880;15;null
1;22447.0;770;5;null
1;22457.0;770;5;1620
1;22506.0;1015;5;1620
1;22516.0;1015;5;null
1;22516.0;1015;5;null
1;22564.0;1015;5;null
1;22564.0;1015;5;null
1;22759.0;1015;5;null
1;22795.0;835;15;null
1;22805.0;835;15;2168
1;22821.0;915;5;2168
1;22831.0;915;5;null
1;22845.0;845;15;null
1;22855.0;845;15;1113
1;22866.0;900;25;1113
1;22876.0;900;25;null
1;22888.0;840;15;null
1;22898.0;840;15;830
1;22933.0;1015;5;830
1;22943.0;1015;5;null
1;23127.0;95;45;null
1;23137.0;95;45;2156
1;23321.0;1015;5;2156
1;23331.0;1015;5;null
1;23376.0;790;35;null
1;23386.0;790;35;2564
1;23431.0;1015;5;2564
1;23441.0;1015;5;null
1;23441.0;1015;5;null
1;23643.0;1015;5;null
1;23711.0;675;65;null
1;23721.0;675;65;1926
1;23726.0;700;75;1926
1;23736.0;700;75;null
1;23736.0;700;75;null
1;23738.0;710;75;null
1;23829.0;710;75;null
1;23834.0;685;65;null
1;23844.0;685;65;1640
1;23872.0;825;55;1640
1;23882.0;825;55;null
1;23911.0;680;65;null
1;23921.0;680;65;1432
1;23988.0;1015;5;1432
1;23998.0;1015;5;null
